Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
19261,1.02,Ideal,G,VVS2,59.2,58.0,6.56,6.62,3.9,8107
7782,0.91,Ideal,G,VS2,61.4,57.0,6.23,6.28,3.84,5023
24153,0.41,Ideal,E,SI2,62.8,57.0,4.73,4.7,2.96,876
13032,0.53,Ideal,D,VS2,,56.0,5.2,5.22,3.21,2266
4607,0.51,Very Good,H,SI1,61.0,55.0,5.18,5.21,3.17,1698
13750,0.41,Ideal,H,VS1,61.1,56.0,4.83,4.86,2.96,1269
17113,0.71,Ideal,E,VS2,61.6,56.0,5.71,5.75,3.53,3381
23718,0.31,Premium,F,IF,61.6,58.0,4.33,4.37,2.68,874
13865,0.59,Ideal,D,SI1,61.7,56.0,5.39,5.43,3.34,1671
19550,1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,4250
14179,0.62,Premium,E,SI2,61.1,59.0,5.51,5.46,3.35,1579
24760,0.55,Ideal,G,SI1,61.9,57.0,5.23,5.27,3.25,1605
8183,0.51,Premium,J,SI1,62.6,59.0,5.1,5.06,3.18,1020
4115,1.01,Very Good,F,IF,61.9,59.0,6.38,6.45,3.97,10476
3634,0.44,Ideal,F,VVS2,60.9,55.0,4.96,4.92,3.01,1253
4584,1.08,Ideal,D,SI2,61.6,57.0,6.58,6.62,4.07,5256
21613,1.25,Ideal,F,VS1,62.0,55.0,6.95,6.91,4.3,9761
16771,0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96,579
16071,0.41,Premium,G,VS1,60.5,57.0,4.85,4.81,2.92,961
9073,1.28,Premium,H,SI1,59.9,59.0,7.08,7.05,4.23,6701
25820,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,895
21132,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,6562
10726,0.78,Fair,F,SI2,64.6,53.0,5.83,5.78,3.75,2312
17202,1.02,Premium,F,VS1,,58.0,6.5,6.45,4.01,7485
22330,1.55,Ideal,D,VS2,62.1,59.0,7.34,7.37,4.57,15887
26691,0.54,Ideal,H,VS1,62.4,56.0,5.22,5.2,3.25,1637
16574,1.18,Good,D,SI2,61.7,63.0,6.67,6.72,4.13,5315
14706,0.34,Very Good,F,VS2,61.5,58.2,4.49,4.51,2.77,730
23999,1.57,Ideal,I,SI1,62.0,59.0,7.41,7.45,4.61,9095
25276,0.71,Ideal,E,VS2,60.9,56.0,5.77,5.83,3.53,3053
10039,1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54,14925
23837,0.9,Ideal,J,VS1,61.6,55.0,6.24,6.27,3.85,3587
4991,1.25,Premium,H,VS1,59.3,57.0,7.11,7.05,4.2,7560
9291,0.71,Very Good,I,SI1,61.8,56.0,5.73,5.76,3.55,2141
13911,0.5,Good,D,SI1,63.6,58.0,5.05,5.08,3.22,1436
448,0.51,Very Good,H,VS1,60.7,56.0,5.18,5.21,3.16,1628
15183,0.38,Premium,H,VVS1,61.2,60.0,4.68,4.7,2.87,967
2291,0.9,Good,I,SI1,63.5,59.0,6.05,6.1,3.86,3176
6401,0.77,Ideal,D,SI2,62.1,56.0,5.83,5.89,3.64,2896
5758,0.54,Very Good,F,VS1,60.0,59.0,5.26,5.32,3.17,1653
10048,0.71,Premium,F,SI1,59.0,61.0,5.88,5.84,3.46,2528
22201,1.5,Ideal,E,SI1,61.9,57.0,7.37,7.31,4.54,9828
21130,0.3,Premium,E,IF,60.1,60.0,4.32,4.3,2.59,1097
7328,0.3,Very Good,G,VS2,63.1,58.0,4.27,4.23,2.68,630
10667,1.01,Good,D,SI1,57.6,60.0,6.59,6.64,3.81,5501
4868,0.41,Premium,F,VS2,61.1,56.0,4.84,4.79,2.94,1107
13295,0.3,Ideal,J,SI1,62.3,57.0,4.27,4.3,2.67,367
11669,0.64,Ideal,G,VVS1,61.9,56.0,5.53,5.56,3.43,2766
24350,0.29,Very Good,E,VVS1,58.9,59.0,4.33,4.4,2.57,664
21552,0.35,Good,I,SI1,63.6,56.0,4.53,4.5,2.87,606
23749,0.91,Ideal,J,VS1,60.7,57.0,6.26,6.23,3.79,3296
26231,1.01,Ideal,E,SI2,62.2,54.0,6.39,6.43,3.99,4666
3583,0.9,Premium,D,SI1,62.8,59.0,6.18,6.14,3.87,4612
22553,1.27,Ideal,E,SI2,60.8,57.0,7.0,7.02,4.26,7023
9888,0.72,Ideal,G,VS2,61.7,56.0,5.74,5.78,3.55,3012
7622,0.31,Ideal,F,VVS1,61.6,56.0,4.34,4.36,2.68,903
17632,1.05,Premium,E,IF,59.0,58.0,6.66,6.7,3.94,11838
21643,2.0,Ideal,F,I1,60.3,56.0,8.16,8.27,4.94,10494
8293,0.5,Very Good,G,VS1,61.3,58.0,5.03,5.09,3.1,1592
26023,0.91,Good,G,VS1,63.4,54.0,6.07,6.24,3.9,4284
15267,1.11,Ideal,E,SI2,60.6,56.0,6.76,6.78,4.1,5962
17783,0.5,Good,G,VVS2,63.4,57.0,5.06,5.1,3.22,1715
2263,0.41,Very Good,D,VVS1,61.9,60.0,4.71,4.75,2.93,1376
11566,0.5,Ideal,E,VS2,61.4,57.0,5.08,5.11,3.13,1624
23597,1.6,Premium,H,SI1,62.1,60.0,7.54,7.49,4.66,9017
9309,0.7,Ideal,I,VVS2,62.1,56.0,5.68,5.72,3.54,2367
25010,1.2,Very Good,H,VVS1,63.3,56.0,6.75,6.7,4.26,6672
6201,2.22,Ideal,I,SI2,62.7,61.0,8.31,8.23,5.19,14416
24179,0.74,Premium,E,VS2,62.4,59.0,5.77,5.73,3.59,3108
6798,1.02,Good,G,VVS2,63.1,59.0,6.38,6.45,4.05,7800
11330,0.34,Premium,D,SI1,62.0,59.0,4.48,4.42,2.76,803
6731,0.32,Ideal,G,VS1,62.3,56.0,4.37,4.39,2.73,645
13716,0.33,Ideal,H,VS2,61.2,55.0,4.45,4.47,2.73,521
2022,0.52,Ideal,G,VS2,60.8,57.0,5.19,5.21,3.16,1595
3232,0.31,Ideal,G,VVS1,61.9,55.0,4.3,4.36,2.68,816
24344,0.3,Ideal,H,VS1,61.3,56.0,4.33,4.31,2.65,675
14627,0.71,Premium,J,SI1,62.4,61.0,5.68,5.63,3.53,1690
10692,0.4,Good,H,SI2,63.7,59.0,4.69,4.64,2.97,720
20843,1.63,Ideal,G,VS1,61.5,57.0,7.58,7.6,4.67,16241
21435,0.51,Ideal,F,VS1,62.1,56.0,5.15,5.13,3.19,1836
12961,1.45,Premium,D,SI1,62.2,58.0,7.12,7.03,4.4,10800
1635,0.9,Very Good,I,VS2,63.1,57.0,6.12,6.09,3.85,3473
15710,0.34,Ideal,F,VVS2,62.0,54.2,4.47,4.49,2.78,846
7399,0.33,Premium,D,SI1,60.1,59.0,4.49,4.46,2.69,780
18665,1.52,Premium,D,SI1,59.8,58.0,7.55,7.51,4.5,12823
16415,1.76,Ideal,G,VS2,60.3,57.0,7.9,7.83,4.74,17442
10490,1.27,Very Good,H,SI2,63.1,57.0,6.88,6.84,4.33,4978
16901,0.5,Premium,F,SI1,62.4,57.0,5.13,5.1,3.19,1838
4865,0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64,625
19873,0.51,Ideal,G,VS1,61.8,56.0,5.1,5.15,3.17,1852
21983,0.71,Premium,E,SI2,62.7,59.0,5.66,5.7,3.56,2322
21674,0.37,Premium,F,SI1,60.3,58.0,4.62,4.66,2.8,616
6600,0.73,Very Good,I,VVS2,62.3,58.0,5.75,5.78,3.59,2565
14318,1.5,Ideal,G,VS1,62.3,57.0,7.25,7.32,4.54,14067
19813,1.14,Very Good,I,SI1,63.5,56.0,6.62,6.58,4.19,4788
6434,1.55,Premium,H,VS2,62.7,57.0,7.42,7.36,4.63,10827
18716,0.42,Ideal,F,VS1,61.0,57.0,4.87,4.84,2.96,1103
18791,0.9,Premium,H,VS1,61.8,56.0,6.18,6.16,3.81,4064
9542,0.92,Fair,F,SI2,65.3,58.0,6.08,6.04,3.96,3282
26382,0.42,Ideal,G,VS2,61.9,57.0,4.83,4.79,2.98,1048
26142,1.0,Very Good,G,VVS1,62.3,56.0,6.29,6.4,3.95,7507
9583,0.31,Ideal,D,VS2,61.3,57.0,4.36,4.41,2.69,621
24321,0.42,Very Good,F,VVS1,61.9,58.0,4.77,4.82,2.97,1391
12924,0.56,Ideal,E,VS2,61.5,57.0,5.3,5.27,3.25,1915
16455,0.64,Good,J,SI2,64.7,54.0,5.39,5.43,3.5,1141
602,0.35,Ideal,F,VVS2,60.8,55.0,4.58,4.61,2.79,872
24659,1.01,Very Good,E,SI1,59.5,57.0,6.56,6.62,3.92,5534
5992,2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,14341
11113,1.03,Very Good,G,SI2,63.0,60.0,6.35,6.39,4.01,3755
15966,0.37,Very Good,H,SI1,62.6,63.0,4.6,4.5,2.85,613
11395,0.31,Premium,E,VVS2,61.9,58.0,4.35,4.38,2.7,816
9851,1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,4319
20706,1.03,Very Good,F,SI2,60.2,55.0,6.53,6.59,3.95,3903
25755,0.5,Ideal,F,SI2,61.6,54.0,5.09,5.14,3.15,1079
13251,0.35,Premium,E,SI1,62.9,58.0,4.52,4.48,2.83,788
17336,2.01,Premium,H,SI2,62.3,58.0,8.11,8.06,5.04,15917
5484,0.52,Very Good,D,SI1,,58.0,5.14,5.22,3.19,1429
3333,0.46,Ideal,I,VVS2,62.7,56.0,4.9,4.93,3.08,1040
13291,1.51,Ideal,I,VS2,62.9,53.0,7.37,7.33,4.62,9471
13774,0.38,Premium,D,VS1,62.4,59.0,4.6,4.63,2.88,1067
24730,1.02,Ideal,G,SI2,62.6,58.0,6.42,6.4,4.01,4363
5971,1.01,Premium,H,VS2,62.5,58.0,6.41,6.33,3.98,5611
8132,0.27,Good,E,VVS1,63.9,57.0,4.07,4.1,2.61,586
395,1.18,Very Good,G,VS2,62.7,54.7,6.74,6.77,4.23,8411
7860,0.72,Premium,F,SI2,59.3,57.0,5.89,5.85,3.48,2364
12025,0.71,Premium,F,SI2,59.6,59.0,5.79,5.75,3.44,2409
10443,1.24,Ideal,I,SI2,62.5,57.0,6.89,6.84,4.29,3312
4072,0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,1187
25486,0.72,Ideal,F,VS2,61.8,59.0,5.71,5.74,3.54,2931
21452,0.71,Good,E,VS2,59.2,61.0,5.8,5.88,3.46,2772
3218,0.42,Premium,F,VS1,61.8,59.0,4.83,4.81,2.98,1103
5959,0.35,Good,F,SI1,63.6,54.0,4.51,4.52,2.87,583
24340,1.71,Ideal,H,VS2,62.1,56.0,7.64,7.7,4.76,14017
8579,0.7,Premium,J,SI1,,59.0,5.65,5.6,3.53,1844
16610,0.65,Very Good,D,VS1,60.8,57.2,5.55,5.63,3.4,2752
13002,0.3,Premium,G,VVS2,62.0,60.0,4.25,4.33,2.66,684
4423,1.59,Ideal,J,VS2,62.9,58.0,7.45,7.39,4.66,8681
18147,0.32,Premium,G,VS2,62.5,58.0,4.36,4.38,2.73,561
24269,0.97,Fair,F,SI2,67.2,61.0,6.09,6.0,4.06,2338
23432,0.91,Premium,H,VS2,61.8,60.0,6.22,6.18,3.83,4238
20816,1.04,Ideal,H,SI1,61.9,57.0,6.49,6.46,4.01,4515
5536,0.31,Ideal,G,IF,61.6,56.0,4.38,4.42,2.71,891
17239,0.3,Good,D,SI1,63.2,56.0,4.24,4.27,2.69,552
25985,1.52,Very Good,D,SI1,62.0,58.0,7.37,7.4,4.58,11595
17899,0.5,Good,D,SI1,61.1,64.0,5.05,5.07,3.09,1374
6352,0.32,Premium,D,VS2,62.0,57.0,4.42,4.38,2.73,972
11273,0.39,Premium,E,SI1,59.1,59.0,4.81,4.76,2.83,860
26184,0.3,Ideal,F,SI1,61.9,56.0,4.29,4.33,2.67,475
25449,0.51,Ideal,I,VS2,,58.0,5.15,5.2,3.13,1268
9193,0.37,Ideal,G,SI1,61.9,55.0,4.62,4.66,2.87,586
21221,1.17,Ideal,G,VVS2,61.6,56.0,6.77,6.83,4.18,9630
5823,0.36,Ideal,I,VS2,61.8,55.0,4.61,4.58,2.84,648
5886,0.7,Very Good,E,SI2,62.6,55.0,5.62,5.69,3.54,2263
24111,0.73,Very Good,F,VVS1,60.6,56.0,5.79,5.83,3.52,3720
17418,0.32,Ideal,H,IF,61.9,54.2,4.38,4.42,2.72,783
19094,0.58,Premium,E,SI1,58.5,55.0,5.52,5.39,3.19,1407
19835,0.7,Premium,G,VS1,61.4,59.0,5.59,5.74,3.51,2512
24342,0.55,Premium,F,VS2,62.2,58.0,5.22,5.26,3.26,1580
24459,0.71,Very Good,H,VVS1,62.7,59.0,5.65,5.67,3.55,2938
12998,1.04,Premium,G,SI2,62.9,58.0,6.47,6.43,4.06,4277
2351,0.38,Ideal,E,VVS2,61.6,55.0,4.63,4.66,2.86,1100
11320,0.39,Ideal,F,VVS2,61.7,56.0,4.7,4.73,2.91,988
20411,0.34,Ideal,D,SI1,60.4,57.0,4.53,4.51,2.73,803
6358,0.53,Very Good,E,SI1,61.6,58.0,5.19,5.23,3.21,1395
241,0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,628
6816,0.32,Ideal,F,VS2,61.9,56.0,4.39,4.37,2.71,828
14260,0.31,Ideal,G,VS1,61.5,54.0,4.39,4.43,2.71,658
4207,0.9,Good,F,VS2,64.5,60.0,6.03,6.07,3.9,4268
20977,2.04,Very Good,J,SI2,63.4,55.0,8.07,8.04,5.11,9482
18482,0.72,Good,E,SI1,63.9,58.0,5.72,5.64,3.63,2305
1175,0.36,Ideal,G,VVS2,62.3,56.0,4.56,4.53,2.83,1053
3186,1.23,Ideal,J,SI1,62.2,57.0,6.89,6.81,4.26,5407
10265,0.58,Ideal,F,VVS2,62.2,56.0,5.32,5.35,3.32,2509
20644,1.03,Premium,F,VS2,62.0,58.0,6.5,6.46,4.02,6484
18022,0.52,Very Good,G,SI2,63.3,58.0,5.11,5.06,3.22,1073
19554,0.7,Very Good,I,VS1,61.9,58.0,5.7,5.73,3.54,2304
9314,2.04,Good,D,SI1,61.9,60.0,8.15,8.11,5.03,18468
6035,2.02,Premium,H,VS2,62.7,53.0,8.02,7.95,0.0,18207
16429,0.73,Premium,F,I1,59.3,61.0,5.88,5.75,3.46,1207
3790,0.34,Ideal,E,SI1,61.4,54.0,4.53,4.5,2.77,765
20270,0.7,Premium,F,SI1,62.1,58.0,5.7,5.64,3.52,2527
17152,0.58,Very Good,D,VS2,60.2,57.0,5.41,5.45,3.27,1977
26146,0.77,Good,G,SI1,63.7,54.0,5.85,5.8,3.71,2373
9109,1.14,Very Good,J,VS1,60.0,60.0,6.76,6.81,4.07,4702
122,0.3,Ideal,G,VVS1,61.3,56.0,4.3,4.34,2.65,789
15595,0.53,Ideal,E,VS2,61.9,56.0,5.21,5.19,3.22,1813
21729,1.06,Premium,F,SI2,62.5,58.0,6.54,6.41,4.05,4719
21275,1.07,Premium,E,SI2,60.5,59.0,6.59,6.67,4.01,4284
7176,0.27,Very Good,E,VS1,62.3,54.0,4.17,4.21,2.61,463
22355,1.04,Very Good,I,SI1,62.0,57.0,6.47,6.5,4.02,4290
9807,0.75,Ideal,D,SI1,61.1,56.0,5.85,5.9,3.59,3712
1005,0.6,Ideal,I,SI1,62.2,58.0,5.37,5.41,3.35,1342
18564,0.7,Ideal,I,VS2,62.1,54.6,5.68,5.72,3.54,2240
26181,1.18,Very Good,E,VVS2,61.5,58.0,6.78,6.87,4.2,12100
5519,1.13,Ideal,H,SI1,62.3,56.0,6.66,6.69,4.16,5384
5406,1.01,Very Good,H,SI1,62.6,61.0,6.36,6.39,3.99,4622
25867,0.5,Very Good,F,VS1,62.3,55.0,5.06,5.09,3.16,1710
20955,0.7,Very Good,F,VS2,62.3,58.0,5.64,5.72,3.54,2812
7712,0.73,Premium,D,VS1,60.0,58.0,5.86,5.9,3.53,3620
17644,1.2,Ideal,G,VS1,62.4,57.1,6.72,6.79,4.23,8698
16326,0.4,Ideal,E,VVS1,61.7,57.0,4.7,4.74,2.91,1333
21403,0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,625
6837,1.05,Ideal,G,VS1,62.0,56.0,6.47,6.53,4.03,6936
6021,0.9,Premium,D,VS1,61.2,58.0,6.27,6.25,3.83,6441
10643,0.46,Ideal,F,SI1,61.6,54.0,4.97,5.0,3.07,983
6505,0.71,Premium,H,SI2,62.4,56.0,5.7,5.64,3.54,2028
10739,0.31,Ideal,G,IF,62.2,55.0,4.35,4.4,2.72,891
19703,1.01,Fair,I,SI1,65.5,58.0,6.28,6.24,4.1,3280
12943,0.9,Good,D,SI2,63.5,62.0,6.09,6.13,3.88,3425
7403,0.43,Very Good,G,VVS2,61.7,56.0,4.84,4.88,2.99,976
13963,0.29,Ideal,E,VVS1,62.7,55.0,4.22,4.2,2.64,858
10151,1.01,Premium,F,VS2,61.4,57.0,6.51,6.45,3.98,6923
15906,1.52,Premium,D,SI1,60.2,58.0,7.49,7.46,4.5,12502
11889,0.79,Premium,F,SI2,62.2,57.0,5.94,5.9,3.68,2555
13985,1.18,Premium,G,SI2,62.5,54.0,6.81,6.78,4.25,5190
11588,0.33,Premium,I,VS2,,58.0,4.42,4.34,2.74,594
1596,1.01,Premium,E,SI2,58.6,58.0,6.66,6.62,3.89,4308
1490,0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9,1087
880,0.38,Good,F,VS2,62.7,58.0,4.56,4.6,2.87,752
24827,1.03,Very Good,H,SI2,63.1,56.0,6.43,6.38,4.04,3288
17443,0.24,Ideal,G,VVS1,62.1,56.0,3.97,4.0,2.47,559
19137,0.54,Good,G,VS2,63.2,55.0,5.15,5.2,3.27,1422
26584,0.81,Premium,G,VS2,62.9,58.0,5.94,5.88,3.72,3193
11230,0.87,Ideal,G,VS2,61.4,55.0,6.15,6.17,3.78,4553
24779,0.4,Ideal,E,VS1,61.2,57.0,4.77,4.74,2.91,1125
12165,0.33,Ideal,F,VVS1,60.6,59.0,4.45,4.5,2.71,828
2802,0.32,Ideal,D,SI1,,54.0,4.39,4.35,2.74,756
10758,0.24,Ideal,G,VVS1,62.4,56.0,3.97,3.99,2.48,559
25387,0.7,Ideal,G,SI1,60.9,56.0,5.73,5.79,3.51,2965
26212,0.34,Very Good,H,VVS2,63.1,57.0,4.41,4.49,2.81,674
24311,0.35,Ideal,F,VS2,62.1,54.0,4.55,4.58,2.83,747
15383,0.33,Ideal,I,IF,61.1,56.0,4.45,4.49,2.73,675
5269,0.79,Very Good,G,SI1,60.6,57.0,5.98,6.06,3.65,2793
3947,1.53,Premium,J,VVS1,61.6,59.0,7.35,7.39,4.54,9384
4313,0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68,863
3899,0.43,Ideal,I,VS1,62.2,53.0,4.86,4.91,3.04,789
103,1.69,Ideal,F,VS2,62.2,57.0,7.59,7.66,4.74,16789
14993,0.7,Good,E,VS1,65.5,57.0,5.46,5.54,3.6,2657
3171,1.21,Very Good,I,SI1,62.1,56.0,6.76,6.92,4.25,5324
21049,1.12,Very Good,I,VS1,59.6,58.0,6.82,6.77,4.05,5036
12186,1.3,Premium,F,SI1,61.4,59.0,7.01,6.97,4.29,8164
11864,0.3,Very Good,I,SI2,63.3,56.0,4.3,4.26,2.71,450
10765,0.51,Ideal,H,VVS1,61.4,55.0,5.13,5.16,3.16,1776
24478,0.41,Premium,G,VS2,60.8,59.0,4.78,4.8,2.91,827
20426,1.03,Ideal,E,VS1,61.9,57.0,6.46,6.44,4.0,8629
19963,0.3,Ideal,D,VS2,61.4,54.0,4.34,4.39,2.68,670
11100,0.41,Fair,H,SI1,65.4,61.0,4.51,4.63,2.99,659
22253,1.2,Premium,I,VS2,62.6,61.0,6.76,6.68,4.21,5645
15712,0.9,Very Good,G,SI2,63.5,57.0,6.09,6.13,3.88,3350
19725,0.71,Ideal,F,VS1,60.9,56.0,5.76,5.79,3.52,3710
12172,1.04,Very Good,F,VS2,59.0,57.0,6.64,6.69,3.93,6405
19333,0.7,Good,G,VS1,63.5,61.0,5.6,5.64,3.57,2577
14759,0.41,Very Good,D,VS1,63.4,56.0,4.7,4.76,3.0,991
24849,0.4,Very Good,E,SI1,63.2,58.0,4.7,4.66,2.96,882
11645,0.6,Very Good,G,VVS1,60.0,58.0,5.53,5.43,3.29,2485
12770,0.55,Premium,D,VS2,61.3,60.0,5.29,5.28,3.24,2030
6669,0.52,Ideal,H,IF,59.2,58.0,5.23,5.31,3.12,1967
21736,0.3,Ideal,G,IF,61.0,57.0,4.31,4.34,2.64,863
10733,1.12,Very Good,F,VS2,62.0,58.0,6.63,6.69,4.13,6925
4819,1.22,Ideal,I,SI1,60.2,58.0,6.96,6.9,4.17,5807
14840,1.08,Premium,F,SI2,59.9,58.0,6.75,6.66,4.01,3931
8995,0.59,Good,E,VS2,61.3,62.0,5.36,5.4,3.3,1845
24222,1.05,Premium,F,SI2,61.7,60.0,6.58,6.49,4.03,4363
16801,0.31,Ideal,D,VS2,61.8,56.0,4.32,4.36,2.68,734
538,1.01,Very Good,I,SI1,60.9,63.0,6.51,6.43,3.94,2323
13790,1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,4081
1828,0.79,Premium,F,SI1,62.3,54.0,5.97,5.91,3.7,2862
15913,0.7,Very Good,G,VVS2,63.6,57.0,5.59,5.63,3.57,2681
18720,0.3,Ideal,H,SI1,61.6,57.0,4.28,4.32,2.65,572
8354,0.53,Very Good,D,VVS2,60.5,57.0,5.23,5.31,3.19,2542
7611,0.9,Very Good,E,SI1,61.6,57.0,6.19,6.25,3.83,4463
9598,0.3,Ideal,H,SI1,61.6,54.0,4.33,4.37,2.68,450
22496,0.72,Very Good,G,SI1,62.8,60.0,5.78,5.68,3.6,2396
15758,2.3,Ideal,H,SI2,62.6,54.0,8.42,8.46,5.28,18108
8083,1.15,Premium,J,SI1,62.3,55.0,6.76,6.66,4.18,4347
4952,1.02,Very Good,I,SI2,62.6,56.0,6.41,6.44,4.02,4084
20500,1.5,Good,G,VS2,59.0,58.0,7.41,7.45,4.38,11294
17360,0.78,Very Good,D,VS1,61.5,57.0,5.92,5.95,3.65,3923
20022,0.51,Ideal,G,VS1,61.9,56.0,5.1,5.14,3.17,1656
23893,1.31,Premium,H,VS2,62.5,58.0,6.97,6.94,4.35,7277
11786,0.34,Ideal,F,SI1,59.4,57.0,4.58,4.54,2.71,630
8081,0.9,Good,I,SI2,60.7,58.0,6.17,6.21,3.76,3057
25271,0.42,Premium,E,VS2,61.0,59.0,4.85,4.82,2.95,1024
5015,0.31,Very Good,G,VVS1,,59.0,4.4,4.42,2.63,642
5050,0.33,Very Good,F,VS2,62.4,57.0,4.39,4.43,2.75,666
6178,0.5,Fair,E,SI2,58.0,67.0,5.26,5.17,3.02,851
7079,0.32,Premium,H,SI1,62.6,55.0,4.38,4.37,2.74,591
18941,1.17,Ideal,G,VVS1,61.9,56.0,6.73,6.78,4.18,9799
23936,0.42,Premium,G,SI1,62.7,58.0,4.79,4.75,2.99,882
14752,2.05,Good,G,SI2,63.7,61.0,7.99,8.03,5.1,16148
8122,0.54,Ideal,E,VS1,61.0,56.0,5.24,5.35,3.23,1939
16484,1.02,Very Good,J,SI2,62.6,60.0,6.39,6.42,4.01,3534
4319,1.71,Very Good,D,SI2,63.5,59.0,7.57,7.59,4.81,11873
14592,1.02,Very Good,H,SI2,63.1,59.0,6.43,6.37,4.04,4284
8016,0.3,Ideal,F,IF,,57.0,4.29,4.31,2.68,886
13713,1.6,Ideal,F,SI2,61.7,56.0,7.5,7.53,4.64,10472
21277,0.31,Ideal,G,VVS2,60.8,56.0,4.4,4.38,2.67,907
19142,0.25,Very Good,F,VVS2,,57.0,3.98,4.08,2.54,548
19941,1.26,Good,G,SI1,63.2,61.0,6.81,6.87,4.32,6874
19785,0.31,Ideal,F,VVS2,61.7,55.0,4.33,4.36,2.68,700
19345,0.95,Good,I,SI2,63.8,57.0,6.23,6.13,3.94,2905
17312,0.36,Ideal,D,VS2,61.7,55.0,4.6,4.58,2.83,1094
16207,2.57,Premium,J,SI1,63.0,58.0,8.77,8.65,5.49,18485
12359,0.65,Ideal,E,SI1,62.7,54.0,5.58,5.56,3.49,1989
12422,0.37,Ideal,G,IF,61.2,56.0,4.65,4.67,2.85,1056
23563,1.27,Premium,F,VS1,60.3,58.0,7.06,7.04,4.25,10028
7851,0.7,Ideal,E,VS2,61.0,56.0,5.76,5.79,3.52,3376
12914,1.38,Ideal,G,VVS1,61.8,56.0,7.15,7.12,4.41,13250
5298,1.01,Ideal,H,SI2,62.4,57.0,6.36,6.43,3.99,4693
5652,1.06,Ideal,G,VVS2,60.3,57.0,6.61,6.68,4.01,8726
9657,1.01,Very Good,E,SI1,63.3,58.0,6.39,6.37,4.04,5077
13414,1.0,Very Good,E,SI1,61.7,57.0,6.34,6.47,3.95,5239
24050,0.36,Ideal,H,VS2,61.0,57.0,4.59,4.63,2.81,587
22530,1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49,7553
7694,0.51,Ideal,G,VVS2,61.3,56.0,5.16,5.19,3.17,1902
10943,0.31,Very Good,H,VVS2,61.9,58.0,4.33,4.36,2.69,625
22945,0.37,Good,E,VS1,62.8,65.0,4.51,4.54,2.84,889
442,0.71,Very Good,H,SI1,,57.0,5.65,5.61,3.55,2207
24064,0.42,Ideal,E,VS2,62.3,55.0,4.83,4.77,2.99,1024
16724,0.36,Very Good,D,VS1,62.8,55.0,4.52,4.55,2.85,793
15472,0.23,Very Good,F,VVS2,61.7,55.0,3.99,4.05,2.48,498
6888,0.7,Premium,D,SI2,60.5,58.0,5.8,5.74,3.49,2354
25508,1.03,Ideal,F,SI1,62.1,56.0,6.5,6.46,4.03,6183
3757,0.59,Ideal,G,VS2,62.1,57.0,5.36,5.39,3.34,1774
5788,0.32,Very Good,I,SI1,62.8,58.0,4.34,4.39,2.74,432
15426,0.57,Good,G,VS2,64.1,55.0,5.28,5.27,3.38,1613
5754,0.27,Ideal,F,IF,63.0,55.0,4.13,4.16,2.61,760
24622,1.28,Ideal,G,IF,61.7,56.0,6.95,6.99,4.3,13360
8513,0.28,Ideal,E,VVS2,60.7,57.0,4.22,4.25,2.57,612
13908,0.34,Premium,I,SI1,60.4,56.0,4.56,4.54,2.75,589
4475,0.7,Good,H,VS1,59.4,62.0,5.71,5.74,3.4,2421
21989,0.71,Ideal,E,VVS1,61.9,55.0,5.73,5.77,3.56,4027
2451,0.71,Ideal,F,VS1,61.5,57.0,5.74,5.71,3.52,2839
25827,0.74,Ideal,I,VS1,62.0,56.0,5.79,5.82,3.6,2947
7164,1.52,Good,H,VS2,63.3,57.0,7.32,7.33,4.64,10428
15750,0.57,Ideal,F,VVS2,61.6,57.0,5.32,5.36,3.29,2322
15068,0.72,Very Good,J,VS2,62.2,58.0,5.68,5.73,3.55,2028
5261,0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,1304
25337,0.79,Ideal,E,VS2,61.8,56.0,5.91,5.94,3.66,3605
17169,0.33,Ideal,E,VVS1,61.2,56.0,4.51,4.45,2.74,1052
23617,0.3,Good,H,SI1,63.7,56.0,4.2,4.22,2.68,421
23270,0.71,Very Good,G,SI1,60.0,59.0,5.76,5.8,3.47,2711
4370,0.33,Very Good,G,VS2,62.6,56.0,4.38,4.41,2.75,579
8348,0.42,Very Good,H,VS2,59.0,57.0,4.92,4.95,2.91,843
16928,1.25,Premium,H,SI1,59.4,62.0,7.07,7.0,4.18,5320
3005,0.38,Ideal,D,SI1,62.2,54.0,4.69,4.65,2.9,1066
